#label	reegle_uri	pointmention_pk	sentence_pk	conf
2009 United Nations Climate Change Conference	1679	25203	14615	0.61
Adaptation Framework	1365	17458	10297	1.0
Adaptation Framework	1365	17459	10297	1.0
Adaptation Framework	1365	4557	2646	0.38
Adaptation Framework	1365	4558	2646	0.38
Adaptation Framework	1365	12355	7271	0.35
Adaptation Framework	1365	4063	2375	1.0
Adaptation Framework	1365	489	251	0.55
Adaptation Framework	1365	6144	3586	1.0
Adaptation Framework	1365	19147	11244	0.3
Assigned Amount Unit	3594	12088	7097	0.68
Assigned Amount Unit	3594	26477	15358	1.0
Assigned Amount Unit	3594	1533	864	0.52
Assigned Amount Unit	3594	12841	7570	0.17
Assigned Amount Unit	3594	9328	5470	0.33
Assigned Amount Unit	3594	18332	10821	1.0
Assigned Amount Unit	3594	18333	10821	1.0
Assigned Amount Unit	3594	18334	10821	1.0
Assigned Amount Unit	3594	18335	10821	1.0
Assigned Amount Unit	3594	18159	10703	0.6
Assigned Amount Unit	3594	26476	15357	1.0
Assigned Amount Unit	3594	7722	4560	1.0
Assigned Amount Unit	3594	1534	864	0.52
Assigned Amount Unit	3594	26475	15356	1.0
Assigned Amount Unit	3594	16246	9601	0.27
Bali Roadmap	1527	10469	6138	1.0
Bali Roadmap	1527	10470	6138	1.0
Bali Roadmap	1527	20140	11849	1.0
Bali Roadmap	1527	20141	11849	1.0
Bali Roadmap	1527	20138	11849	1.0
Bali Roadmap	1527	20139	11849	1.0
Bali Roadmap	1527	24611	14308	1.0
Bali Roadmap	1527	26290	15258	1.0
Bali Roadmap	1527	12364	7276	1.0
Bali Roadmap	1527	7904	4680	1.0
Bali Roadmap	1527	7855	4651	1.0
Bali Roadmap	1527	3681	2107	1.0
Bali Roadmap	1527	24649	14325	1.0
Bali Roadmap	1527	24650	14325	1.0
Bali Roadmap	1527	24651	14325	1.0
Bali Roadmap	1527	3673	2100	1.0
Bali Roadmap	1527	6729	3943	1.0
Bali Roadmap	1527	3710	2127	1.0
Bali Roadmap	1527	7837	4638	1.0
Bali Roadmap	1527	10450	6131	1.0
CDM process	954	17298	10209	0.13
CDM process	954	15765	9296	0.16
CDM process	954	15766	9296	0.16
Carbon Fund	2698	12751	7511	0.87
Certified Emission Reductions	1519	6568	3834	0.39
Certified Emission Reductions	1519	12530	7371	1.0
Certified Emission Reductions	1519	12531	7371	1.0
Certified Emission Reductions	1519	12528	7371	1.0
Certified Emission Reductions	1519	12529	7371	1.0
Certified Emission Reductions	1519	9518	5592	1.0
Certified Emission Reductions	1519	7173	4224	1.0
Certified Emission Reductions	1519	1015	557	0.17
Certified Emission Reductions	1519	17563	10361	1.0
Certified Emission Reductions	1519	15184	8964	0.57
Certified Emission Reductions	1519	9517	5592	1.0
Certified Emission Reductions	1519	15667	9234	1.0
Certified Emission Reductions	1519	24570	14285	0.2
Certified Emission Reductions	1519	24026	13970	1.0
Clean Development Mechanism	1197	22618	13239	0.14
Clean Development Mechanism	1197	8740	5141	0.43
Clean Development Mechanism	1197	8741	5141	0.43
Clean Development Mechanism	1197	24576	14287	0.22
Clean Development Mechanism	1197	24577	14287	0.22
Clean Development Mechanism	1197	14749	8717	1.0
Clean Development Mechanism	1197	14750	8717	1.0
Clean Development Mechanism	1197	1288	729	1.0
Clean Development Mechanism	1197	1289	729	1.0
Clean Development Mechanism	1197	1290	729	1.0
Clean Development Mechanism	1197	1287	729	1.0
Clean Development Mechanism	1197	21257	12469	1.0
Clean Development Mechanism	1197	19755	11632	1.0
Clean Development Mechanism	1197	23906	13895	1.0
Clean Development Mechanism	1197	23907	13895	1.0
Clean Development Mechanism	1197	23908	13895	1.0
Clean Development Mechanism	1197	22611	13237	0.14
Clean Development Mechanism	1197	22612	13237	0.14
Clean Development Mechanism	1197	22613	13237	0.14
Clean Development Mechanism	1197	22614	13237	0.14
Clean Development Mechanism	1197	22615	13237	0.14
Clean Development Mechanism	1197	25553	14851	1.0
Clean Development Mechanism	1197	10896	6373	1.0
Clean Development Mechanism	1197	2226	1250	1.0
Clean Development Mechanism	1197	2227	1250	1.0
Clean Development Mechanism	1197	22708	13295	1.0
Clean Development Mechanism	1197	22709	13295	1.0
Clean Development Mechanism	1197	13588	8037	0.75
Clean Development Mechanism	1197	24510	14246	1.0
Clean Development Mechanism	1197	5912	3423	1.0
Clean Development Mechanism	1197	14730	8703	1.0
Clean Development Mechanism	1197	21795	12785	1.0
Clean Development Mechanism	1197	23610	13754	1.0
Clean Development Mechanism	1197	136	45	1.0
Clean Development Mechanism	1197	9642	5672	1.0
Clean Development Mechanism	1197	2731	1579	1.0
Clean Development Mechanism	1197	4885	2832	1.0
Clean Development Mechanism	1197	17085	10085	1.0
Clean Development Mechanism	1197	8119	4789	1.0
Clean Development Mechanism	1197	17733	10474	0.78
Clean Development Mechanism	1197	17734	10474	0.78
Clean Development Mechanism	1197	23284	13574	0.33
Clean Development Mechanism	1197	6568	3834	0.76
Clean Development Mechanism	1197	23830	13860	1.0
Clean Development Mechanism	1197	26368	15287	0.3
Clean Development Mechanism	1197	26369	15287	0.3
Clean Development Mechanism	1197	26370	15287	0.3
Clean Development Mechanism	1197	26371	15287	0.3
Clean Development Mechanism	1197	26372	15287	0.3
Clean Development Mechanism	1197	26373	15287	0.3
Clean Development Mechanism	1197	26374	15287	0.3
Clean Development Mechanism	1197	26375	15287	0.3
Clean Development Mechanism	1197	26367	15287	0.3
Clean Development Mechanism	1197	1943	1105	1.0
Clean Development Mechanism	1197	22803	13345	1.0
Clean Development Mechanism	1197	21797	12787	1.0
Clean Development Mechanism	1197	21798	12787	1.0
Clean Development Mechanism	1197	14027	8320	0.62
Clean Development Mechanism	1197	14028	8320	0.62
Clean Development Mechanism	1197	10618	6225	1.0
Clean Development Mechanism	1197	10619	6225	1.0
Clean Development Mechanism	1197	21271	12481	0.96
Clean Development Mechanism	1197	20577	12092	0.15
Clean Development Mechanism	1197	20578	12092	0.15
Clean Development Mechanism	1197	26354	15279	1.0
Clean Development Mechanism	1197	11269	6621	0.16
Clean Development Mechanism	1197	11270	6621	0.16
Clean Development Mechanism	1197	21120	12384	0.25
Clean Development Mechanism	1197	12715	7489	0.14
Clean Development Mechanism	1197	26352	15279	1.0
Clean Development Mechanism	1197	25998	15094	0.21
Clean Development Mechanism	1197	14747	8715	1.0
Clean Development Mechanism	1197	21275	12484	1.0
Clean Development Mechanism	1197	21276	12484	1.0
Clean Development Mechanism	1197	24241	14100	0.16
Clean Development Mechanism	1197	24242	14100	0.16
Clean Development Mechanism	1197	24243	14100	0.16
Clean Development Mechanism	1197	2040	1153	0.23
Clean Development Mechanism	1197	2042	1153	0.23
Clean Development Mechanism	1197	2043	1153	0.23
Clean Development Mechanism	1197	13809	8186	0.55
Clean Development Mechanism	1197	13810	8186	0.55
Clean Development Mechanism	1197	13811	8186	0.55
Clean Development Mechanism	1197	13812	8186	0.55
Clean Development Mechanism	1197	2034	1149	1.0
Clean Development Mechanism	1197	10800	6306	0.75
Clean Development Mechanism	1197	4800	2787	0.61
Clean Development Mechanism	1197	15603	9192	1.0
Clean Development Mechanism	1197	11324	6651	1.0
Clean Development Mechanism	1197	127	38	1.0
Clean Development Mechanism	1197	3901	2283	0.3
Clean Development Mechanism	1197	17910	10576	0.16
Clean Development Mechanism	1197	17308	10214	1.0
Clean Development Mechanism	1197	11376	6682	0.18
Clean Development Mechanism	1197	11375	6682	0.18
Clean Development Mechanism	1197	19389	11397	1.0
Clean Development Mechanism	1197	19390	11397	1.0
Clean Development Mechanism	1197	3895	2279	1.0
Clean Development Mechanism	1197	13545	8006	0.84
Clean Development Mechanism	1197	6111	3566	0.87
Clean Development Mechanism	1197	26342	15271	0.11
Clean Development Mechanism	1197	5398	3139	1.0
Clean Development Mechanism	1197	5399	3139	1.0
Clean Development Mechanism	1197	5789	3339	1.0
Clean Development Mechanism	1197	26365	15286	0.3
Clean Development Mechanism	1197	26366	15286	0.3
Clean Development Mechanism	1197	17908	10576	0.62
Clean Development Mechanism	1197	17909	10576	0.62
Clean Development Mechanism	1197	22401	13139	1.0
Clean Development Mechanism	1197	9518	5592	0.54
Clean Development Mechanism	1197	16865	9951	1.0
Clean Development Mechanism	1197	24434	14201	1.0
Clean Development Mechanism	1197	14123	8371	1.0
Clean Development Mechanism	1197	189	73	0.46
Clean Development Mechanism	1197	18731	11025	1.0
Clean Development Mechanism	1197	4266	2481	0.21
Clean Development Mechanism	1197	24571	14286	1.0
Clean Development Mechanism	1197	24572	14286	1.0
Clean Development Mechanism	1197	24573	14286	1.0
Clean Development Mechanism	1197	24574	14286	1.0
Clean Development Mechanism	1197	24575	14286	1.0
Clean Development Mechanism	1197	17732	10473	1.0
Clean Development Mechanism	1197	14799	8749	1.0
Clean Development Mechanism	1197	15760	9293	1.0
Clean Development Mechanism	1197	3920	2297	0.11
Clean Development Mechanism	1197	3921	2297	0.11
Clean Development Mechanism	1197	16396	9666	1.0
Clean Development Mechanism	1197	18865	11104	1.0
Clean Development Mechanism	1197	13793	8179	0.1
Clean Development Mechanism	1197	11215	6586	1.0
Clean Development Mechanism	1197	26000	15096	1.0
Clean Development Mechanism	1197	26018	15103	1.0
Clean Development Mechanism	1197	19171	11264	1.0
Clean Development Mechanism	1197	22740	13308	0.15
Clean Development Mechanism	1197	22741	13308	0.15
Clean Development Mechanism	1197	22742	13308	0.15
Clean Development Mechanism	1197	4798	2785	1.0
Clean Development Mechanism	1197	10295	6052	1.0
Clean Development Mechanism	1197	5161	3001	0.14
Clean Development Mechanism	1197	21408	12567	0.16
Clean Development Mechanism	1197	16239	9595	0.26
Clean Development Mechanism	1197	23903	13894	0.14
Clean Development Mechanism	1197	4715	2725	0.14
Clean Development Mechanism	1197	144	50	1.0
Clean Development Mechanism	1197	143	50	1.0
Clean Development Mechanism	1197	15195	8972	1.0
Clean Development Mechanism	1197	15196	8972	1.0
Clean Development Mechanism	1197	8114	4786	1.0
Clean Development Mechanism	1197	8115	4786	1.0
Clean Development Mechanism	1197	17562	10360	0.88
Clean Development Mechanism	1197	18869	11107	1.0
Clean Development Mechanism	1197	25993	15092	1.0
Clean Development Mechanism	1197	26353	15279	1.0
Clean Development Mechanism	1197	25991	15090	1.0
Clean Development Mechanism	1197	1214	679	0.08
Clean Development Mechanism	1197	18863	11102	1.0
Clean Development Mechanism	1197	21251	12467	1.0
Clean Development Mechanism	1197	21252	12467	1.0
Clean Development Mechanism	1197	21253	12467	1.0
Clean Development Mechanism	1197	21254	12467	1.0
Clean Development Mechanism	1197	21255	12467	1.0
Clean Development Mechanism	1197	13294	7853	0.74
Clean Development Mechanism	1197	9152	5361	0.06
Clean Development Mechanism	1197	11787	6935	0.33
Clean Development Mechanism	1197	11788	6935	0.33
Clean Development Mechanism	1197	24509	14245	1.0
Clean Development Mechanism	1197	19484	11459	1.0
Clean Development Mechanism	1197	19485	11459	1.0
Clean Development Mechanism	1197	4799	2786	0.44
Clean Development Mechanism	1197	22653	13266	1.0
Clean Development Mechanism	1197	26025	15108	0.18
Clean Development Mechanism	1197	116	35	1.0
Clean Development Mechanism	1197	117	35	1.0
Clean Development Mechanism	1197	20888	12251	0.1
Clean Development Mechanism	1197	17306	10213	0.56
Clean Development Mechanism	1197	17307	10213	0.56
Clean Development Mechanism	1197	6554	3822	1.0
Clean Development Mechanism	1197	21888	12830	1.0
Clean Development Mechanism	1197	21886	12830	1.0
Clean Development Mechanism	1197	21887	12830	1.0
Clean Development Mechanism	1197	5311	3087	0.83
Clean Development Mechanism	1197	22738	13306	0.36
Clean Development Mechanism	1197	13719	8133	1.0
Clean Development Mechanism	1197	3849	2242	1.0
Clean Development Mechanism	1197	14798	8749	1.0
Clean Development Mechanism	1197	16606	9783	0.51
Clean Development Mechanism	1197	138	46	1.0
Clean Development Mechanism	1197	15183	8963	0.66
Clean Development Mechanism	1197	24179	14067	0.27
Clean Development Mechanism	1197	14797	8748	1.0
Clean Development Mechanism	1197	2458	1409	0.49
Clean Development Mechanism	1197	18264	10777	0.79
Clean Development Mechanism	1197	18263	10777	0.79
Clean Development Mechanism	1197	12550	7384	0.32
Clean Development Mechanism	1197	7817	4630	0.39
Clean Development Mechanism	1197	16236	9592	0.1
Clean Development Mechanism	1197	9317	5462	1.0
Clean Development Mechanism	1197	21269	12479	1.0
Clean Development Mechanism	1197	8586	5046	1.0
Clean Development Mechanism	1197	8587	5046	1.0
Clean Development Mechanism	1197	18870	11107	1.0
Clean Development Mechanism	1197	11276	6626	1.0
Clean Development Mechanism	1197	26385	15295	1.0
Clean Development Mechanism	1197	3474	1970	1.0
Clean Development Mechanism	1197	3475	1970	1.0
Clean Development Mechanism	1197	21268	12478	0.15
Clean Development Mechanism	1197	8911	5219	0.69
Clean Development Mechanism	1197	13716	8131	1.0
Clean Development Mechanism	1197	21265	12476	1.0
Clean Development Mechanism	1197	21266	12476	1.0
Clean Development Mechanism	1197	190	74	0.63
Clean Development Mechanism	1197	22608	13235	1.0
Clean Development Mechanism	1197	22609	13235	1.0
Clean Development Mechanism	1197	22605	13235	1.0
Clean Development Mechanism	1197	22606	13235	1.0
Clean Development Mechanism	1197	22607	13235	1.0
Clean Development Mechanism	1197	15197	8973	0.39
Clean Development Mechanism	1197	15189	8969	0.62
Clean Development Mechanism	1197	15190	8969	0.62
Clean Development Mechanism	1197	146	52	1.0
Clean Development Mechanism	1197	15202	8976	1.0
Clean Development Mechanism	1197	11797	6941	1.0
Clean Development Mechanism	1197	22110	12964	0.1
Clean Development Mechanism	1197	2555	1473	1.0
Clean Development Mechanism	1197	9615	5656	1.0
Clean Development Mechanism	1197	19371	11385	0.58
Clean Development Mechanism	1197	18851	11096	1.0
Clean Development Mechanism	1197	18447	10866	1.0
Clean Development Mechanism	1197	13713	8129	1.0
Clean Development Mechanism	1197	16874	9957	0.18
Clean Development Mechanism	1197	16864	9950	0.22
Clean Development Mechanism	1197	18844	11091	1.0
Clean Development Mechanism	1197	16581	9774	1.0
Clean Development Mechanism	1197	24245	14101	0.33
Clean Development Mechanism	1197	24246	14101	0.33
Clean Development Mechanism	1197	24247	14101	0.33
Clean Development Mechanism	1197	9050	5288	1.0
Clean Development Mechanism	1197	10908	6383	0.2
Clean Development Mechanism	1197	6752	3961	1.0
Clean Development Mechanism	1197	4838	2808	1.0
Clean Development Mechanism	1197	369	182	0.42
Clean Development Mechanism	1197	3899	2282	0.17
Clean Development Mechanism	1197	689	354	0.12
Clean Development Mechanism	1197	18678	10988	0.27
Clean Development Mechanism	1197	13922	8246	0.1
Clean Development Mechanism	1197	12532	7372	1.0
Clean Development Mechanism	1197	12533	7372	1.0
Clean Development Mechanism	1197	9536	5603	1.0
Clean Development Mechanism	1197	16482	9714	1.0
Clean Development Mechanism	1197	20601	12103	1.0
Clean Development Mechanism	1197	7709	4550	1.0
Clean Development Mechanism	1197	18829	11081	1.0
Clean Development Mechanism	1197	24584	14290	1.0
Clean Development Mechanism	1197	21633	12700	1.0
Clean Development Mechanism	1197	26384	15294	0.6
Clean Development Mechanism	1197	737	384	0.61
Clean Development Mechanism	1197	139	47	1.0
Clean Development Mechanism	1197	9326	5469	1.0
Clean Development Mechanism	1197	9327	5469	1.0
Clean Development Mechanism	1197	18862	11102	0.35
Clean Development Mechanism	1197	22152	12993	0.17
Clean Development Mechanism	1197	2848	1647	1.0
Clean Development Mechanism	1197	2847	1647	1.0
Clean Development Mechanism	1197	11320	6650	0.46
Clean Development Mechanism	1197	11321	6650	0.46
Clean Development Mechanism	1197	11319	6650	0.46
Clean Development Mechanism	1197	368	182	0.46
Clean Development Mechanism	1197	367	182	0.46
Clean Development Mechanism	1197	21142	12397	0.86
Clean Development Mechanism	1197	21143	12397	0.86
Clean Development Mechanism	1197	24578	14288	1.0
Clean Development Mechanism	1197	21195	12432	0.23
Clean Development Mechanism	1197	8388	4929	1.0
Clean Development Mechanism	1197	8389	4929	1.0
Clean Development Mechanism	1197	8390	4929	1.0
Clean Development Mechanism	1197	1015	557	0.38
Clean Development Mechanism	1197	12522	7370	0.14
Clean Development Mechanism	1197	12523	7370	0.14
Clean Development Mechanism	1197	12524	7370	0.14
Clean Development Mechanism	1197	12527	7370	0.14
Clean Development Mechanism	1197	4263	2479	1.0
Clean Development Mechanism	1197	24184	14070	1.0
Clean Development Mechanism	1197	24185	14070	1.0
Clean Development Mechanism	1197	11326	6653	0.72
Clean Development Mechanism	1197	23312	13590	1.0
Clean Development Mechanism	1197	224	103	1.0
Clean Development Mechanism	1197	16855	9946	0.71
Clean Development Mechanism	1197	9048	5286	0.66
Clean Development Mechanism	1197	16389	9664	1.0
Clean Development Mechanism	1197	225	104	0.34
Clean Development Mechanism	1197	13589	8038	0.63
Clean Development Mechanism	1197	15622	9204	1.0
Clean Development Mechanism	1197	23105	13482	1.0
Clean Development Mechanism	1197	23909	13896	1.0
Clean Development Mechanism	1197	26005	15098	1.0
Clean Development Mechanism	1197	4293	2494	1.0
Clean Development Mechanism	1197	5372	3126	1.0
Clean Development Mechanism	1197	21634	12701	1.0
Clean Development Mechanism	1197	24508	14244	1.0
Clean Development Mechanism	1197	14836	8765	1.0
Clean Development Mechanism	1197	1337	756	0.68
Clean Development Mechanism	1197	21274	12483	1.0
Clean Development Mechanism	1197	15887	9387	0.25
Clean Development Mechanism	1197	25107	14553	0.59
Clean Development Mechanism	1197	1294	732	0.42
Clean Development Mechanism	1197	12187	7170	1.0
Clean Development Mechanism	1197	12188	7170	1.0
Clean Development Mechanism	1197	3241	1841	1.0
Clean Development Mechanism	1197	18850	11095	1.0
Clean Development Mechanism	1197	9323	5467	1.0
Clean Development Mechanism	1197	17942	10600	1.0
Clean Development Mechanism	1197	25499	14812	1.0
Clean Development Mechanism	1197	21889	12830	1.0
Clean Development Mechanism	1197	18816	11071	1.0
Clean Development Mechanism	1197	22510	13180	1.0
Clean Development Mechanism	1197	194	78	0.66
Clean Development Mechanism	1197	3490	1978	1.0
Clean Development Mechanism	1197	3908	2287	1.0
Clean Development Mechanism	1197	22619	13240	1.0
Clean Development Mechanism	1197	23613	13756	1.0
Clean Development Mechanism	1197	18670	10984	1.0
Clean Development Mechanism	1197	11322	6651	1.0
Clean Development Mechanism	1197	11323	6651	1.0
Clean Development Mechanism	1197	18847	11094	1.0
Clean Development Mechanism	1197	18677	10988	0.16
Clean Development Mechanism	1197	2224	1250	1.0
Clean Development Mechanism	1197	2225	1250	1.0
Clean Development Mechanism	1197	2223	1250	1.0
Clean Development Mechanism	1197	8111	4785	1.0
Clean Development Mechanism	1197	2743	1582	1.0
Clean Development Mechanism	1197	10483	6147	1.0
Clean Development Mechanism	1197	9940	5831	1.0
Clean Development Mechanism	1197	12570	7402	1.0
Clean Development Mechanism	1197	12742	7506	1.0
Clean Development Mechanism	1197	11798	6942	0.16
Clean Development Mechanism	1197	4515	2619	0.13
Clean Development Mechanism	1197	21838	12809	1.0
Clean Development Mechanism	1197	21158	12407	0.26
Clean Development Mechanism	1197	3713	2129	1.0
Clean Development Mechanism	1197	13802	8184	1.0
Clean Development Mechanism	1197	13803	8184	1.0
Clean Development Mechanism	1197	23755	13833	1.0
Clean Development Mechanism	1197	23756	13833	1.0
Clean Development Mechanism	1197	23757	13833	1.0
Clean Development Mechanism	1197	12526	7370	0.32
Clean Development Mechanism	1197	25441	14771	1.0
Clean Development Mechanism	1197	19352	11376	0.33
Clean Development Mechanism	1197	19349	11376	0.33
Clean Development Mechanism	1197	19350	11376	0.33
Clean Development Mechanism	1197	19351	11376	0.33
Clean Development Mechanism	1197	690	354	0.1
Clean Development Mechanism	1197	11327	6653	1.0
Clean Development Mechanism	1197	10303	6059	1.0
Clean Development Mechanism	1197	17298	10209	0.87
Clean Development Mechanism	1197	22636	13252	0.34
Clean Development Mechanism	1197	15765	9296	0.16
Clean Development Mechanism	1197	15766	9296	0.16
Clean Development Mechanism	1197	19368	11383	0.39
Clean Development Mechanism	1197	1183	660	1.0
Clean Development Mechanism	1197	16861	9948	0.27
Clean Development Mechanism	1197	26358	15282	1.0
Clean Development Mechanism	1197	9134	5349	0.46
Clean Development Mechanism	1197	11756	6921	0.23
Clean Development Mechanism	1197	16225	9584	0.66
Clean Development Mechanism	1197	15198	8973	1.0
Clean Development Mechanism	1197	5790	3339	1.0
Clean Development Mechanism	1197	23827	13859	1.0
Clean Development Mechanism	1197	23828	13859	1.0
Clean Development Mechanism	1197	23829	13859	1.0
Clean Development Mechanism	1197	21246	12463	1.0
Clean Development Mechanism	1197	16547	9754	1.0
Clean Development Mechanism	1197	18328	10820	0.56
Clean Development Mechanism	1197	18327	10820	0.56
Clean Development Mechanism	1197	114	34	1.0
Clean Development Mechanism	1197	115	34	1.0
Clean Development Mechanism	1197	15208	8978	1.0
Clean Development Mechanism	1197	19549	11495	0.62
Clean Development Mechanism	1197	11274	6625	0.1
Clean Development Mechanism	1197	15589	9182	0.15
Clean Development Mechanism	1197	5160	3001	0.14
Clean Development Mechanism	1197	15806	9322	0.74
Clean Development Mechanism	1197	24708	14350	0.68
Clean Development Mechanism	1197	24709	14350	0.68
Clean Development Mechanism	1197	3678	2105	0.13
Clean Development Mechanism	1197	25501	14813	1.0
Clean Development Mechanism	1197	25502	14813	1.0
Clean Development Mechanism	1197	10841	6336	0.57
Clean Development Mechanism	1197	10842	6336	0.57
Clean Development Mechanism	1197	11371	6678	0.5
Clean Development Mechanism	1197	21412	12570	0.89
Clean Development Mechanism	1197	13340	7887	1.0
Clean Development Mechanism	1197	13714	8129	1.0
Clean Development Mechanism	1197	26380	15291	1.0
Clean Development Mechanism	1197	8394	4930	1.0
Clean Development Mechanism	1197	8395	4930	1.0
Clean Development Mechanism	1197	8396	4930	1.0
Clean Development Mechanism	1197	23409	13646	0.54
Clean Development Mechanism	1197	17712	10461	0.58
Clean Development Mechanism	1197	9641	5672	1.0
Clean Development Mechanism	1197	16240	9596	0.83
Clean Development Mechanism	1197	13476	7968	0.68
Clean Development Mechanism	1197	13477	7968	0.68
Clean Development Mechanism	1197	15184	8964	0.87
Clean Development Mechanism	1197	19152	11249	1.0
Clean Development Mechanism	1197	22616	13238	1.0
Clean Development Mechanism	1197	21105	12371	0.17
Clean Development Mechanism	1197	26357	15281	1.0
Clean Development Mechanism	1197	19243	11312	1.0
Clean Development Mechanism	1197	16862	9949	1.0
Clean Development Mechanism	1197	16863	9949	1.0
Clean Development Mechanism	1197	24849	14419	0.68
Clean Development Mechanism	1197	24029	13973	0.71
Clean Development Mechanism	1197	9575	5633	0.25
Clean Development Mechanism	1197	14835	8765	1.0
Clean Development Mechanism	1197	24591	14295	0.85
Clean Development Mechanism	1197	22482	13164	0.26
Clean Development Mechanism	1197	8241	4858	1.0
Clean Development Mechanism	1197	1282	727	1.0
Clean Development Mechanism	1197	1283	727	1.0
Clean Development Mechanism	1197	16378	9659	0.25
Clean Development Mechanism	1197	12525	7370	0.14
Clean Development Mechanism	1197	23283	13574	0.41
Clean Development Mechanism	1197	17304	10212	0.39
Clean Development Mechanism	1197	13066	7713	0.15
Clean Development Mechanism	1197	22802	13344	1.0
Clean Development Mechanism	1197	11206	6581	1.0
Clean Development Mechanism	1197	18396	10844	1.0
Clean Development Mechanism	1197	18397	10844	1.0
Clean Development Mechanism	1197	18398	10844	1.0
Clean Development Mechanism	1197	18399	10844	1.0
Clean Development Mechanism	1197	5689	3276	1.0
Clean Development Mechanism	1197	19734	11615	0.33
Clean Development Mechanism	1197	20561	12081	1.0
Clean Development Mechanism	1197	20562	12081	1.0
Clean Development Mechanism	1197	15602	9192	1.0
Clean Development Mechanism	1197	16871	9955	0.42
Clean Development Mechanism	1197	5304	3084	1.0
Clean Development Mechanism	1197	16395	9666	0.19
Clean Development Mechanism	1197	18864	11103	1.0
Clean Development Mechanism	1197	21258	12470	0.16
Clean Development Mechanism	1197	341	165	1.0
Clean Development Mechanism	1197	20909	12263	1.0
Clean Development Mechanism	1197	20910	12263	1.0
Clean Development Mechanism	1197	9320	5465	1.0
Clean Development Mechanism	1197	9321	5465	1.0
Clean Development Mechanism	1197	20617	12114	1.0
Clean Development Mechanism	1197	20530	12062	0.52
Clean Development Mechanism	1197	13609	8053	1.0
Clean Development Mechanism	1197	26023	15107	1.0
Clean Development Mechanism	1197	26017	15103	1.0
Clean Development Mechanism	1197	15179	8960	0.66
Clean Development Mechanism	1197	17561	10359	0.31
Clean Development Mechanism	1197	18520	10901	0.28
Clean Development Mechanism	1197	3898	2281	0.78
Clean Development Mechanism	1197	4616	2667	0.49
Clean Development Mechanism	1197	4617	2667	0.49
Clean Development Mechanism	1197	6545	3817	1.0
Clean Development Mechanism	1197	9517	5592	0.57
Clean Development Mechanism	1197	15209	8979	1.0
Clean Development Mechanism	1197	9595	5647	0.52
Clean Development Mechanism	1197	26359	15283	1.0
Clean Development Mechanism	1197	21259	12471	1.0
Clean Development Mechanism	1197	11796	6941	1.0
Clean Development Mechanism	1197	10897	6374	1.0
Clean Development Mechanism	1197	22170	13006	1.0
Clean Development Mechanism	1197	12620	7427	0.71
Clean Development Mechanism	1197	12621	7427	0.71
Clean Development Mechanism	1197	11271	6622	1.0
Clean Development Mechanism	1197	25471	14792	1.0
Clean Development Mechanism	1197	22856	13376	1.0
Clean Development Mechanism	1197	10266	6031	0.59
Clean Development Mechanism	1197	25992	15091	1.0
Clean Development Mechanism	1197	373	185	1.0
Clean Development Mechanism	1197	26350	15277	0.41
Clean Development Mechanism	1197	15205	8976	1.0
Clean Development Mechanism	1197	2821	1629	1.0
Clean Development Mechanism	1197	18519	10900	1.0
Clean Development Mechanism	1197	13770	8164	1.0
Clean Development Mechanism	1197	22620	13241	1.0
Clean Development Mechanism	1197	11916	6989	0.42
Clean Development Mechanism	1197	21407	12567	0.27
Clean Development Mechanism	1197	24501	14241	1.0
Clean Development Mechanism	1197	12781	7532	0.15
Clean Development Mechanism	1197	2822	1629	1.0
Clean Development Mechanism	1197	9616	5657	1.0
Clean Development Mechanism	1197	25493	14807	1.0
Clean Development Mechanism	1197	6569	3835	0.75
Clean Development Mechanism	1197	9931	5822	1.0
Clean Development Mechanism	1197	18673	10985	1.0
Clean Development Mechanism	1197	3896	2280	0.46
Clean Development Mechanism	1197	3465	1965	0.2
Clean Development Mechanism	1197	3466	1965	0.2
Clean Development Mechanism	1197	537	293	0.14
Clean Development Mechanism	1197	25864	15028	0.33
Clean Development Mechanism	1197	20169	11858	0.24
Clean Development Mechanism	1197	9118	5337	0.53
Clean Development Mechanism	1197	9947	5835	1.0
Clean Development Mechanism	1197	15059	8892	0.71
Clean Development Mechanism	1197	1972	1123	0.12
Clean Development Mechanism	1197	24026	13970	0.24
Clean Development Mechanism	1197	15799	9317	1.0
Clean Development Mechanism	1197	16870	9955	0.62
Clean Development Mechanism	1197	19486	11460	1.0
Clean Development Mechanism	1197	12740	7504	0.43
Clean Development Mechanism	1197	15180	8961	0.5
Clean Development Mechanism	1197	19885	11708	0.13
Clean Development Mechanism	1197	4651	2685	0.54
Clean Development Mechanism	1197	5951	3450	1.0
Clean Development Mechanism	1197	14795	8747	1.0
Clean Development Mechanism	1197	5249	3057	0.28
Clean Development Mechanism	1197	8020	4736	1.0
Clean Development Mechanism	1197	9925	5818	1.0
Clean Development Mechanism	1197	1947	1107	1.0
Clean Development Mechanism	1197	12782	7533	0.71
Clean Development Mechanism	1197	18548	10916	1.0
Clean Development Mechanism	1197	3460	1961	1.0
Clean Development Mechanism	1197	16390	9664	1.0
Clean Development Mechanism	1197	18284	10791	0.28
Clean Development Mechanism	1197	17305	10212	1.0
Clean Development Mechanism	1197	11248	6608	1.0
Clean Development Mechanism	1197	12778	7530	0.24
Clean Development Mechanism	1197	23905	13894	0.13
Clean Development Mechanism	1197	9318	5463	1.0
Clean Development Mechanism	1197	12766	7521	1.0
Clean Development Mechanism	1197	25500	14813	0.22
