#label	reegle_uri	pointmention_pk	sentence_pk	conf
climate change	1018	3862	2254	1.0
climate change	1018	10164	5967	1.0
climate change	1018	5105	2968	0.69
climate change	1018	6072	3539	0.53
climate change	1018	22850	13371	0.16
climate change	1018	18891	11119	1.0
climate change	1018	6724	3938	1.0
climate change	1018	12370	7280	1.0
climate change	1018	10058	5906	0.31
climate change	1018	13506	7982	0.22
climate change	1018	14189	8400	1.0
climate change	1018	14190	8400	1.0
climate change	1018	19641	11551	0.42
climate change	1018	19642	11551	0.42
climate change	1018	22477	13161	0.42
climate change	1018	21288	12492	0.66
climate change	1018	1758	990	1.0
climate change	1018	3906	2285	1.0
climate change	1018	15734	9279	1.0
climate change	1018	15735	9279	1.0
climate change	1018	536	292	0.53
climate change	1018	266	136	0.12
climate change	1018	23532	13719	0.32
climate change	1018	10867	6352	0.29
climate change	1018	11509	6774	0.15
climate change	1018	9376	5498	0.31
climate change	1018	9377	5498	0.31
climate change	1018	9378	5498	0.31
climate change	1018	9379	5498	0.31
climate change	1018	5998	3486	1.0
climate change	1018	12077	7088	0.76
climate change	1018	12611	7421	0.4
climate change	1018	22283	13077	1.0
climate change	1018	13654	8085	0.53
climate change	1018	14918	8805	1.0
climate change	1018	10456	6134	1.0
climate change	1018	10454	6134	1.0
climate change	1018	10455	6134	1.0
climate change	1018	5915	3425	1.0
climate change	1018	13616	8059	0.49
climate change	1018	20568	12085	0.22
climate change	1018	15551	9161	0.8
climate change	1018	4868	2820	1.0
climate change	1018	17545	10347	1.0
climate change	1018	24128	14032	0.61
climate change	1018	24126	14032	0.61
climate change	1018	24127	14032	0.61
climate change	1018	12372	7281	1.0
climate change	1018	5514	3192	0.4
climate change	1018	3520	2001	1.0
climate change	1018	3521	2001	1.0
climate change	1018	13567	8021	0.49
climate change	1018	5370	3124	1.0
climate change	1018	19927	11732	0.67
climate change	1018	10003	5871	0.88
climate change	1018	10065	5911	1.0
climate change	1018	1792	1003	0.53
climate change	1018	5564	3226	1.0
climate change	1018	19664	11568	0.8
climate change	1018	21908	12840	1.0
climate change	1018	11422	6710	1.0
climate change	1018	14422	8515	1.0
climate change	1018	10080	5924	1.0
climate change	1018	23348	13611	1.0
climate change	1018	22125	12975	1.0
climate change	1018	24238	14097	1.0
climate change	1018	21106	12372	1.0
climate change	1018	20524	12058	0.62
climate change	1018	7488	4408	1.0
climate change	1018	7485	4408	1.0
climate change	1018	7486	4408	1.0
climate change	1018	7487	4408	1.0
climate change	1018	13621	8063	1.0
climate change	1018	5821	3360	1.0
climate change	1018	5822	3360	1.0
climate change	1018	5823	3360	1.0
climate change	1018	4471	2595	1.0
climate change	1018	7582	4467	0.4
climate change	1018	15604	9193	1.0
climate change	1018	4551	2643	0.85
climate change	1018	2147	1203	1.0
climate change	1018	2148	1203	1.0
climate change	1018	21394	12555	0.49
climate change	1018	6963	4109	1.0
climate change	1018	13636	8072	1.0
climate change	1018	13760	8159	0.18
climate change	1018	5255	3062	1.0
climate change	1018	1408	802	0.38
climate change	1018	1409	802	0.38
climate change	1018	10158	5963	0.4
climate change	1018	22294	13084	1.0
climate change	1018	25622	14901	1.0
climate change	1018	22821	13355	1.0
climate change	1018	19467	11450	1.0
climate change	1018	2306	1307	0.85
climate change	1018	16690	9839	1.0
climate change	1018	2829	1633	0.36
climate change	1018	2830	1633	0.36
climate change	1018	24089	14009	0.84
climate change	1018	18242	10765	1.0
climate change	1018	22817	13352	1.0
climate change	1018	3900	2283	0.28
climate change	1018	9600	5650	1.0
climate change	1018	9598	5650	1.0
climate change	1018	9599	5650	1.0
climate change	1018	5109	2970	1.0
climate change	1018	22660	13270	0.2
climate change	1018	22661	13270	0.2
climate change	1018	19194	11282	1.0
climate change	1018	19195	11282	1.0
climate change	1018	12090	7099	1.0
climate change	1018	10439	6120	0.83
climate change	1018	19164	11259	1.0
climate change	1018	13022	7681	0.97
climate change	1018	5925	3433	1.0
climate change	1018	21142	12397	0.15
climate change	1018	21143	12397	0.15
climate change	1018	22635	13251	1.0
climate change	1018	15321	9049	0.34
climate change	1018	15322	9049	0.34
climate change	1018	10446	6127	0.27
climate change	1018	19279	11338	1.0
climate change	1018	21298	12499	1.0
climate change	1018	24939	14471	1.0
climate change	1018	14585	8607	1.0
climate change	1018	14414	8511	1.0
climate change	1018	17130	10114	1.0
climate change	1018	21114	12379	1.0
climate change	1018	13894	8229	0.39
climate change	1018	11401	6698	0.79
climate change	1018	4579	2650	0.5
climate change	1018	4580	2650	0.5
climate change	1018	12800	7544	1.0
climate change	1018	12801	7544	1.0
climate change	1018	12799	7544	1.0
climate change	1018	3515	1997	1.0
climate change	1018	3837	2232	0.75
climate change	1018	22647	13262	0.13
climate change	1018	23375	13627	1.0
climate change	1018	18220	10750	1.0
climate change	1018	17293	10205	0.09
climate change	1018	17294	10205	0.09
climate change	1018	11221	6590	1.0
climate change	1018	23342	13609	0.71
climate change	1018	23343	13609	0.71
climate change	1018	9348	5482	0.75
climate change	1018	13626	8066	0.43
climate change	1018	19564	11504	1.0
climate change	1018	18243	10766	1.0
climate change	1018	14453	8530	1.0
climate change	1018	19192	11280	0.63
climate change	1018	5845	3379	0.25
climate change	1018	2298	1304	1.0
climate change	1018	260	131	1.0
climate change	1018	12761	7518	1.0
climate change	1018	9371	5494	0.23
climate change	1018	10449	6130	1.0
climate change	1018	12309	7239	0.63
climate change	1018	1026	566	0.27
climate change	1018	1027	566	0.27
climate change	1018	1028	566	0.27
climate change	1018	7629	4499	1.0
climate change	1018	7630	4499	1.0
climate change	1018	8561	5035	0.31
climate change	1018	4816	2801	1.0
climate change	1018	4817	2801	1.0
climate change	1018	4815	2801	1.0
climate change	1018	23234	13551	1.0
climate change	1018	4758	2752	1.0
climate change	1018	2297	1303	0.45
climate change	1018	26376	15288	0.22
climate change	1018	256	127	0.27
climate change	1018	3492	1980	1.0
climate change	1018	13728	8138	1.0
climate change	1018	13729	8138	1.0
climate change	1018	13730	8138	1.0
climate change	1018	13731	8138	1.0
climate change	1018	11138	6543	1.0
climate change	1018	11139	6543	1.0
climate change	1018	11140	6543	1.0
climate change	1018	8558	5034	0.21
climate change	1018	8559	5034	0.21
climate change	1018	19231	11304	0.18
climate change	1018	24480	14228	0.7
climate change	1018	24481	14228	0.7
climate change	1018	15718	9272	1.0
climate change	1018	15719	9272	1.0
climate change	1018	7608	4485	1.0
climate change	1018	15028	8877	1.0
climate change	1018	3772	2180	0.5
climate change	1018	3555	2023	0.52
climate change	1018	6761	3968	1.0
climate change	1018	239	115	0.65
climate change	1018	13084	7724	1.0
climate change	1018	10464	6136	1.0
climate change	1018	10465	6136	1.0
climate change	1018	20419	11996	1.0
climate change	1018	21118	12382	1.0
climate change	1018	17674	10429	1.0
climate change	1018	6309	3681	1.0
climate change	1018	13721	8135	1.0
climate change	1018	15972	9433	1.0
climate change	1018	16495	9721	1.0
climate change	1018	15013	8865	0.46
climate change	1018	2831	1634	0.2
climate change	1018	9493	5573	0.3
climate change	1018	15808	9324	0.24
climate change	1018	3626	2072	0.91
climate change	1018	21181	12421	0.18
climate change	1018	3501	1987	0.36
climate change	1018	11694	6875	1.0
climate change	1018	19276	11335	0.78
climate change	1018	22266	13067	0.17
climate change	1018	6736	3950	1.0
climate change	1018	12078	7089	1.0
climate change	1018	19661	11565	0.16
climate change	1018	1861	1053	1.0
climate change	1018	21108	12374	1.0
climate change	1018	13657	8087	1.0
climate change	1018	9592	5645	1.0
climate change	1018	12686	7472	1.0
climate change	1018	5437	3146	1.0
climate change	1018	22292	13084	1.0
climate change	1018	17324	10225	1.0
climate change	1018	16486	9718	1.0
climate change	1018	16487	9718	1.0
climate change	1018	10987	6442	1.0
climate change	1018	15801	9319	0.26
climate change	1018	15700	9260	0.55
climate change	1018	17673	10429	1.0
climate change	1018	6308	3681	1.0
climate change	1018	10707	6281	1.0
climate change	1018	6686	3914	1.0
climate change	1018	1230	692	0.92
climate change	1018	3783	2189	1.0
climate change	1018	23398	13640	0.22
climate change	1018	23399	13640	0.22
climate change	1018	24214	14086	1.0
climate change	1018	18302	10804	0.84
climate change	1018	14407	8505	0.55
climate change	1018	22123	12973	1.0
climate change	1018	7096	4175	0.19
climate change	1018	7097	4175	0.19
climate change	1018	10157	5962	1.0
climate change	1018	15744	9283	1.0
climate change	1018	15743	9283	1.0
climate change	1018	3817	2215	0.29
climate change	1018	22358	13119	1.0
climate change	1018	23344	13609	0.68
climate change	1018	23345	13609	0.68
climate change	1018	10447	6128	0.27
climate change	1018	5761	3324	1.0
climate change	1018	22840	13367	0.08
climate change	1018	20249	11906	1.0
climate change	1018	10269	6034	0.94
climate change	1018	18468	10872	1.0
climate change	1018	2315	1313	1.0
climate change	1018	169	64	0.53
climate change	1018	170	64	0.53
climate change	1018	24946	14475	0.22
climate change	1018	193	77	1.0
climate change	1018	14446	8526	1.0
climate change	1018	19278	11337	1.0
climate change	1018	21152	12402	0.86
climate change	1018	13613	8056	1.0
climate change	1018	17527	10338	0.18
climate change	1018	23241	13557	0.71
climate change	1018	5747	3317	0.24
climate change	1018	5748	3317	0.24
climate change	1018	14569	8595	1.0
climate change	1018	19666	11570	0.12
climate change	1018	9301	5450	1.0
climate change	1018	14985	8852	1.0
climate change	1018	14986	8852	1.0
climate change	1018	19211	11295	0.62
climate change	1018	4893	2837	1.0
climate change	1018	10166	5969	0.27
climate change	1018	13285	7845	1.0
climate change	1018	6399	3740	0.59
climate change	1018	15544	9157	0.42
climate change	1018	15545	9157	0.42
climate change	1018	10462	6135	1.0
climate change	1018	10463	6135	1.0
climate change	1018	3870	2260	0.22
climate change	1018	4540	2634	0.41
climate change	1018	4541	2634	0.41
climate change	1018	19949	11748	1.0
climate change	1018	23484	13688	0.13
climate change	1018	19083	11206	1.0
climate change	1018	196	79	0.3
climate change	1018	20283	11923	0.12
climate change	1018	11684	6869	1.0
climate change	1018	1791	1002	1.0
climate change	1018	3810	2208	1.0
climate change	1018	22476	13160	0.17
climate change	1018	21187	12426	0.29
climate change	1018	4553	2644	0.68
climate change	1018	1793	1003	0.39
climate change	1018	6479	3781	0.42
climate change	1018	5081	2960	0.12
climate change	1018	8704	5119	1.0
climate change	1018	1342	760	0.37
climate change	1018	13705	8123	0.38
climate change	1018	4692	2709	1.0
climate change	1018	23953	13927	1.0
climate change	1018	23340	13607	1.0
climate change	1018	19646	11555	1.0
climate change	1018	13276	7838	1.0
climate change	1018	8802	5176	1.0
climate change	1018	14582	8605	1.0
climate change	1018	19561	11503	1.0
climate change	1018	15546	9157	0.63
climate change	1018	2296	1303	0.84
climate change	1018	14541	8579	1.0
climate change	1018	692	356	0.27
climate change	1018	3792	2194	1.0
climate change	1018	17368	10250	0.32
climate change	1018	17367	10250	0.32
climate change	1018	9832	5765	1.0
climate change	1018	8187	4830	1.0
climate change	1018	12612	7421	1.0
climate change	1018	20420	11996	1.0
climate change	1018	5873	3396	0.21
climate change	1018	23617	13760	0.76
climate change	1018	22067	12941	0.41
climate change	1018	9375	5497	1.0
climate change	1018	14005	8308	1.0
climate change	1018	15602	9192	0.76
climate change	1018	21107	12373	1.0
climate change	1018	19614	11531	0.51
climate change	1018	3500	1986	1.0
climate change	1018	9370	5493	1.0
climate change	1018	5087	2962	1.0
climate change	1018	13072	7717	0.67
climate change	1018	9626	5662	0.58
climate change	1018	15947	9419	0.16
climate change	1018	11722	6896	0.64
climate change	1018	16447	9695	0.47
climate change	1018	5124	2977	1.0
climate change	1018	13658	8088	0.48
climate change	1018	26404	15308	0.7
climate change	1018	9044	5282	1.0
climate change	1018	228	106	1.0
climate change	1018	21494	12617	0.24
climate change	1018	7484	4407	1.0
climate change	1018	22810	13349	1.0
climate change	1018	20523	12058	1.0
climate change	1018	19650	11557	0.7
climate change	1018	19229	11302	1.0
climate change	1018	5913	3424	0.21
climate change	1018	22126	12976	0.59
climate change	1018	9583	5639	1.0
climate change	1018	22643	13259	1.0
climate change	1018	584	315	0.55
climate change	1018	585	315	0.55
climate change	1018	583	315	0.55
climate change	1018	11396	6694	1.0
climate change	1018	3096	1762	1.0
climate change	1018	15518	9137	1.0
climate change	1018	6374	3723	1.0
climate change	1018	5953	3452	1.0
climate change	1018	19209	11294	0.42
climate change	1018	23479	13685	0.41
climate change	1018	240	115	1.0
climate change	1018	17323	10224	1.0
climate change	1018	23471	13680	1.0
climate change	1018	11024	6467	0.34
climate change	1018	5981	3473	1.0
climate change	1018	15807	9323	1.0
climate change	1018	13577	8028	0.34
climate change	1018	1	1	1.0
climate change	1018	22475	13159	1.0
climate change	1018	14413	8510	1.0
climate change	1018	535	291	0.75
climate change	1018	3529	2005	0.73
climate change	1018	3493	1981	0.15
climate change	1018	3896	2280	1.0
climate change	1018	19616	11532	1.0
climate change	1018	13075	7718	1.0
climate change	1018	12735	7500	0.58
climate change	1018	14979	8848	0.38
climate change	1018	17399	10268	1.0
climate change	1018	19615	11531	0.45
climate change	1018	5959	3457	0.31
climate change	1018	6687	3914	1.0
climate change	1018	3892	2277	1.0
climate change	1018	7367	4331	0.13
climate change	1018	15702	9262	0.39
climate change	1018	16429	9685	1.0
climate change	1018	8650	5075	0.53
climate change	1018	1972	1123	0.5
climate change	1018	7364	4329	0.86
climate change	1018	75	21	0.82
climate change	1018	76	21	0.82
climate change	1018	8635	5068	0.31
climate change	1018	11200	6578	1.0
climate change	1018	14002	8306	1.0
climate change	1018	10440	6121	0.58
climate change	1018	4200	2444	0.35
climate change	1018	17370	10252	0.17
climate change	1018	17371	10252	0.17
climate change	1018	13998	8303	0.87
climate change	1018	21117	12381	1.0
climate change	1018	2828	1633	0.45
climate change	1018	18697	11000	1.0
climate change	1018	5361	3120	0.32
climate change	1018	12753	7512	1.0
climate change	1018	4819	2802	1.0
climate change	1018	4820	2802	1.0
climate change	1018	22649	13263	0.51
climate change	1018	586	316	1.0
climate change	1018	19462	11445	0.75
climate change	1018	13750	8152	0.82
climate change	1018	3879	2268	0.2
climate change	1018	16496	9722	1.0
climate change	1018	5914	3424	1.0
climate change	1018	12610	7421	1.0
climate change	1018	10871	6355	1.0
climate change	1018	5596	3248	1.0
climate change	1018	1827	1029	1.0
climate change	1018	3551	2020	1.0
climate change	1018	7599	4479	0.74
climate change	1018	21116	12381	0.19
climate change	1018	19203	11289	0.15
climate change	1018	19568	11507	0.81
climate change	1018	5918	3428	1.0
climate change	1018	3574	2037	1.0
climate change	1018	18186	10724	1.0
climate change	1018	19566	11505	1.0
climate change	1018	19955	11752	1.0
climate change	1018	19956	11752	1.0
climate change	1018	6833	4019	1.0
climate change	1018	22648	13262	1.0
climate change	1018	16460	9703	0.2
climate change	1018	3494	1982	0.33
climate change	1018	5239	3051	1.0
climate change	1018	4634	2678	1.0
climate change	1018	6989	4127	1.0
climate change	1018	19155	11252	1.0
climate change	1018	3305	1877	0.23
climate change	1018	8721	5130	1.0
climate change	1018	13505	7981	0.89
climate change	1018	21124	12386	1.0
climate change	1018	15853	9359	0.55
climate change	1018	9585	5640	1.0
climate change	1018	9834	5766	1.0
climate change	1018	23482	13687	1.0
climate change	1018	8560	5034	1.0
climate change	1018	18224	10752	0.24
climate change	1018	20527	12060	1.0
climate change	1018	14003	8306	1.0
climate change	1018	12114	7118	0.13
climate change	1018	6702	3926	1.0
climate change	1018	25943	15076	0.29
climate change	1018	22285	13079	0.15
climate change	1018	12830	7561	0.45
climate change	1018	11046	6482	0.12
climate change	1018	7859	4653	1.0
climate change	1018	16457	9701	1.0
climate change	1018	9468	5555	1.0
climate change	1018	15889	9389	1.0
climate change	1018	23596	13748	1.0
climate change	1018	6110	3565	0.32
climate change	1018	18655	10973	0.75
climate change	1018	3503	1989	0.63
climate change	1018	3831	2226	1.0
climate change	1018	11425	6712	1.0
climate change	1018	18187	10724	1.0
climate change	1018	22300	13088	1.0
climate change	1018	16428	9684	1.0
climate change adaptation	1126	19060	11199	1.0
climate change adaptation	1126	19061	11199	1.0
climate change adaptation	1126	19062	11199	1.0
climate change adaptation	1126	19063	11199	1.0
climate change adaptation	1126	19064	11199	1.0
climate change adaptation	1126	19065	11199	1.0
climate change adaptation	1126	9388	5502	1.0
climate change adaptation	1126	19670	11572	1.0
climate change adaptation	1126	6630	3879	1.0
climate change adaptation	1126	6631	3879	1.0
climate change adaptation	1126	17458	10297	1.0
climate change adaptation	1126	17459	10297	1.0
climate change adaptation	1126	6336	3702	1.0
climate change adaptation	1126	6337	3702	1.0
climate change adaptation	1126	11169	6564	1.0
climate change adaptation	1126	15539	9154	1.0
climate change adaptation	1126	13931	8253	1.0
climate change adaptation	1126	23517	13710	1.0
climate change adaptation	1126	11774	6927	0.21
climate change adaptation	1126	11775	6927	0.21
climate change adaptation	1126	2747	1586	0.23
climate change adaptation	1126	2748	1586	0.23
climate change adaptation	1126	11224	6592	0.25
climate change adaptation	1126	9492	5572	0.25
climate change adaptation	1126	24889	14445	1.0
climate change adaptation	1126	7118	4185	0.7
climate change adaptation	1126	9989	5862	1.0
climate change adaptation	1126	22362	13122	1.0
climate change adaptation	1126	22363	13122	1.0
climate change adaptation	1126	22364	13122	1.0
climate change adaptation	1126	14910	8801	0.42
climate change adaptation	1126	14911	8801	0.42
climate change adaptation	1126	6617	3870	1.0
climate change adaptation	1126	22534	13189	1.0
climate change adaptation	1126	22535	13189	1.0
climate change adaptation	1126	3905	2284	1.0
climate change adaptation	1126	5757	3322	1.0
climate change adaptation	1126	5758	3322	1.0
climate change adaptation	1126	5759	3322	1.0
climate change adaptation	1126	18668	10983	1.0
climate change adaptation	1126	18669	10983	1.0
climate change adaptation	1126	18392	10841	1.0
climate change adaptation	1126	18393	10841	1.0
climate change adaptation	1126	18390	10841	1.0
climate change adaptation	1126	18391	10841	1.0
climate change adaptation	1126	4067	2378	1.0
climate change adaptation	1126	19233	11305	1.0
climate change adaptation	1126	5435	3145	1.0
climate change adaptation	1126	5436	3145	1.0
climate change adaptation	1126	15111	8921	1.0
climate change adaptation	1126	23112	13484	1.0
climate change adaptation	1126	23113	13484	1.0
climate change adaptation	1126	23111	13484	1.0
climate change adaptation	1126	7840	4640	0.14
climate change adaptation	1126	7120	4186	0.16
climate change adaptation	1126	7119	4186	0.16
climate change adaptation	1126	17016	10040	1.0
climate change adaptation	1126	3618	2065	0.28
climate change adaptation	1126	25229	14637	1.0
climate change adaptation	1126	25230	14637	1.0
climate change adaptation	1126	14166	8392	0.46
climate change adaptation	1126	16962	10015	1.0
climate change adaptation	1126	17680	10434	0.58
climate change adaptation	1126	6315	3686	0.58
climate change adaptation	1126	20608	12108	0.34
climate change adaptation	1126	11571	6810	0.4
climate change adaptation	1126	7690	4538	0.59
climate change adaptation	1126	7691	4538	0.59
climate change adaptation	1126	7692	4538	0.59
climate change adaptation	1126	15528	9146	1.0
climate change adaptation	1126	25028	14510	1.0
climate change adaptation	1126	25029	14510	1.0
climate change adaptation	1126	25030	14510	1.0
climate change adaptation	1126	13105	7733	0.54
climate change adaptation	1126	13106	7733	0.54
climate change adaptation	1126	20564	12083	0.18
climate change adaptation	1126	20565	12083	0.18
climate change adaptation	1126	22315	13098	1.0
climate change adaptation	1126	12933	7626	0.72
climate change adaptation	1126	7841	4641	1.0
climate change adaptation	1126	8400	4933	1.0
climate change adaptation	1126	7883	4669	1.0
climate change adaptation	1126	7884	4669	1.0
climate change adaptation	1126	11247	6607	1.0
climate change adaptation	1126	19080	11205	0.36
climate change adaptation	1126	19081	11205	0.36
climate change adaptation	1126	19082	11205	0.36
climate change adaptation	1126	19079	11205	0.36
climate change adaptation	1126	23114	13484	0.3
climate change adaptation	1126	23115	13484	0.3
climate change adaptation	1126	23116	13484	0.3
climate change adaptation	1126	25561	14858	0.56
climate change adaptation	1126	3554	2022	1.0
climate change adaptation	1126	19656	11562	0.11
climate change adaptation	1126	4924	2856	0.3
climate change adaptation	1126	4925	2856	0.3
climate change adaptation	1126	4926	2856	0.3
climate change adaptation	1126	14888	8789	1.0
climate change adaptation	1126	14889	8789	1.0
climate change adaptation	1126	14890	8789	1.0
climate change adaptation	1126	2824	1631	1.0
climate change adaptation	1126	2825	1631	1.0
climate change adaptation	1126	2826	1631	1.0
climate change adaptation	1126	17684	10437	1.0
climate change adaptation	1126	6319	3689	1.0
climate change adaptation	1126	16082	9501	0.91
climate change adaptation	1126	16643	9811	0.37
climate change adaptation	1126	22852	13372	1.0
climate change adaptation	1126	10685	6267	0.35
climate change adaptation	1126	7744	4578	1.0
climate change adaptation	1126	25180	14596	1.0
climate change adaptation	1126	3330	1892	0.35
climate change adaptation	1126	22528	13187	1.0
climate change adaptation	1126	22529	13187	1.0
climate change adaptation	1126	22530	13187	1.0
climate change adaptation	1126	22531	13187	1.0
climate change adaptation	1126	22527	13187	1.0
climate change adaptation	1126	2250	1268	1.0
climate change adaptation	1126	2251	1268	1.0
climate change adaptation	1126	19619	11534	0.46
climate change adaptation	1126	21146	12399	1.0
climate change adaptation	1126	20577	12092	1.0
climate change adaptation	1126	20578	12092	1.0
climate change adaptation	1126	17088	10086	1.0
climate change adaptation	1126	17086	10086	1.0
climate change adaptation	1126	17087	10086	1.0
climate change adaptation	1126	5490	3178	1.0
climate change adaptation	1126	5491	3178	1.0
climate change adaptation	1126	21120	12384	1.0
climate change adaptation	1126	2252	1269	1.0
climate change adaptation	1126	2253	1269	1.0
climate change adaptation	1126	15534	9150	1.0
climate change adaptation	1126	4070	2381	1.0
climate change adaptation	1126	13411	7927	0.35
climate change adaptation	1126	13412	7927	0.35
climate change adaptation	1126	24164	14056	0.15
climate change adaptation	1126	8733	5137	0.55
climate change adaptation	1126	14475	8542	1.0
climate change adaptation	1126	261	132	1.0
climate change adaptation	1126	10982	6439	0.12
climate change adaptation	1126	5496	3182	1.0
climate change adaptation	1126	2864	1659	0.71
climate change adaptation	1126	2865	1659	0.71
climate change adaptation	1126	26400	15305	1.0
climate change adaptation	1126	11888	6976	0.75
climate change adaptation	1126	11889	6976	0.75
climate change adaptation	1126	11891	6976	0.75
climate change adaptation	1126	2862	1658	1.0
climate change adaptation	1126	2863	1658	1.0
climate change adaptation	1126	3139	1789	1.0
climate change adaptation	1126	3140	1789	1.0
climate change adaptation	1126	14940	8823	1.0
climate change adaptation	1126	3516	1998	1.0
climate change adaptation	1126	22397	13137	1.0
climate change adaptation	1126	2160	1211	0.71
climate change adaptation	1126	19715	11602	1.0
climate change adaptation	1126	4896	2839	1.0
climate change adaptation	1126	4895	2839	1.0
climate change adaptation	1126	5497	3183	1.0
climate change adaptation	1126	5498	3183	1.0
climate change adaptation	1126	5499	3183	1.0
climate change adaptation	1126	16995	10033	0.29
climate change adaptation	1126	9871	5784	1.0
climate change adaptation	1126	4046	2369	1.0
climate change adaptation	1126	4047	2369	1.0
climate change adaptation	1126	4048	2369	1.0
climate change adaptation	1126	4049	2369	1.0
climate change adaptation	1126	4050	2369	1.0
climate change adaptation	1126	4051	2369	1.0
climate change adaptation	1126	4052	2369	1.0
climate change adaptation	1126	4053	2369	1.0
climate change adaptation	1126	4054	2369	1.0
climate change adaptation	1126	16040	9474	0.71
climate change adaptation	1126	16039	9474	0.71
climate change adaptation	1126	1434	816	1.0
climate change adaptation	1126	5481	3170	1.0
climate change adaptation	1126	22365	13123	1.0
climate change adaptation	1126	22366	13123	1.0
climate change adaptation	1126	25636	14911	1.0
climate change adaptation	1126	25637	14911	1.0
climate change adaptation	1126	25638	14911	1.0
climate change adaptation	1126	15536	9152	1.0
climate change adaptation	1126	8302	4885	1.0
climate change adaptation	1126	14065	8337	1.0
climate change adaptation	1126	14066	8337	1.0
climate change adaptation	1126	14067	8337	1.0
climate change adaptation	1126	13469	7964	0.21
climate change adaptation	1126	13470	7964	0.21
climate change adaptation	1126	9601	5651	1.0
climate change adaptation	1126	20554	12078	1.0
climate change adaptation	1126	20555	12078	1.0
climate change adaptation	1126	20556	12078	1.0
climate change adaptation	1126	11376	6682	0.65
climate change adaptation	1126	11375	6682	0.65
climate change adaptation	1126	7047	4153	1.0
climate change adaptation	1126	4036	2363	0.17
climate change adaptation	1126	8088	4775	1.0
climate change adaptation	1126	8089	4775	1.0
climate change adaptation	1126	12079	7090	0.87
climate change adaptation	1126	26342	15271	1.0
climate change adaptation	1126	15517	9136	1.0
climate change adaptation	1126	8729	5134	1.0
climate change adaptation	1126	22097	12957	1.0
climate change adaptation	1126	22098	12957	1.0
climate change adaptation	1126	11550	6798	0.67
climate change adaptation	1126	11551	6798	0.67
climate change adaptation	1126	189	73	0.19
climate change adaptation	1126	1186	663	1.0
climate change adaptation	1126	2259	1274	1.0
climate change adaptation	1126	2260	1274	1.0
climate change adaptation	1126	2261	1274	1.0
climate change adaptation	1126	4557	2646	1.0
climate change adaptation	1126	4558	2646	1.0
climate change adaptation	1126	10862	6349	1.0
climate change adaptation	1126	5849	3382	0.37
climate change adaptation	1126	22722	13300	1.0
climate change adaptation	1126	22723	13300	1.0
climate change adaptation	1126	22724	13300	1.0
climate change adaptation	1126	22725	13300	1.0
climate change adaptation	1126	22726	13300	1.0
climate change adaptation	1126	22727	13300	1.0
climate change adaptation	1126	22728	13300	1.0
climate change adaptation	1126	3528	2005	1.0
climate change adaptation	1126	17365	10249	1.0
climate change adaptation	1126	3527	2005	1.0
climate change adaptation	1126	4552	2644	1.0
climate change adaptation	1126	24482	14228	0.2
climate change adaptation	1126	24895	14448	0.11
climate change adaptation	1126	13472	7965	0.47
climate change adaptation	1126	13471	7965	0.47
climate change adaptation	1126	251	122	0.41
climate change adaptation	1126	19224	11300	1.0
climate change adaptation	1126	19225	11300	1.0
climate change adaptation	1126	19223	11300	1.0
climate change adaptation	1126	12662	7456	0.33
climate change adaptation	1126	7879	4666	1.0
climate change adaptation	1126	13568	8021	1.0
climate change adaptation	1126	17045	10056	1.0
climate change adaptation	1126	24910	14458	0.68
climate change adaptation	1126	9995	5867	0.49
climate change adaptation	1126	21136	12394	1.0
climate change adaptation	1126	21137	12394	1.0
climate change adaptation	1126	21135	12394	1.0
climate change adaptation	1126	22088	12952	1.0
climate change adaptation	1126	16961	10015	1.0
climate change adaptation	1126	8057	4759	0.15
climate change adaptation	1126	8058	4759	0.15
climate change adaptation	1126	18469	10873	0.41
climate change adaptation	1126	18470	10873	0.41
climate change adaptation	1126	18471	10873	0.41
climate change adaptation	1126	8320	4895	1.0
climate change adaptation	1126	4482	2601	1.0
climate change adaptation	1126	4483	2601	1.0
climate change adaptation	1126	4680	2702	1.0
climate change adaptation	1126	4681	2702	1.0
climate change adaptation	1126	4780	2770	1.0
climate change adaptation	1126	1207	673	1.0
climate change adaptation	1126	18665	10980	1.0
climate change adaptation	1126	19069	11202	1.0
climate change adaptation	1126	21868	12819	0.17
climate change adaptation	1126	21869	12819	0.17
climate change adaptation	1126	21870	12819	0.17
climate change adaptation	1126	7464	4396	1.0
climate change adaptation	1126	241	116	1.0
climate change adaptation	1126	242	116	1.0
climate change adaptation	1126	243	116	1.0
climate change adaptation	1126	22952	13415	0.36
climate change adaptation	1126	22953	13415	0.36
climate change adaptation	1126	22950	13415	0.36
climate change adaptation	1126	22951	13415	0.36
climate change adaptation	1126	14501	8557	1.0
climate change adaptation	1126	14502	8557	1.0
climate change adaptation	1126	4450	2586	0.25
climate change adaptation	1126	4451	2586	0.25
climate change adaptation	1126	4452	2586	0.25
climate change adaptation	1126	4453	2586	0.25
climate change adaptation	1126	4454	2586	0.25
climate change adaptation	1126	4455	2586	0.25
climate change adaptation	1126	2063	1164	0.35
climate change adaptation	1126	598	321	1.0
climate change adaptation	1126	9887	5796	0.16
climate change adaptation	1126	19072	11204	1.0
climate change adaptation	1126	19073	11204	1.0
climate change adaptation	1126	19074	11204	1.0
climate change adaptation	1126	19071	11204	1.0
climate change adaptation	1126	19057	11198	1.0
climate change adaptation	1126	19058	11198	1.0
